asin,review_count,avg_rating,negative_count,positive_count,combined_text,negative_ratio,cluster
B00AWIPITS,4,3.25,1,3,"This headphones works good enough. I bought this because the Jabra headphones seem to always cut out. I bought the Jabra because they can support 2 devices at one time. These however can not. Also, the loop for the ears don't always work well, but they do manage to stay on the head most of the time. This might be because of my big head, but the issue is no real adjustments can be made. Let me start by saying I don't use the cell phone features of these headphones, so this review is not all encompassing.<br /><br />That said, I was a little disappointed in these headphones.  Although the sound quality is good, the build quality and attention to detail in design could be better.  The control buttons on the right ear are difficult to use as you can't easily feel with your finger where one starts and another begins,  You just have to press in the general area, which is not very reassuring.  The buttons themselves have no raised symbols or any physical element you can touch to let you know you're on a button, let alone the correct one.<br /><br />The build quality is not the best.  The control buttons fit together less tightly than other Bluetooth headphones I've used.  The main play/pause/on/off/pairing button, located in the center of the right earphone in particular seems loose and misaligned.<br /><br />The functions of the buttons work well enough.  However, with some functions, there is no audio feedback.  Having used other headsets that provide a short beep each time a button is pressed, I was a little confused when I first tried these - I'd press pause and the audio would just stop, with no beep.  I suppose some users would find this preferable though.  Some of the button functions, such as play/pause, are not instantaneous.  There's a slight delay (about a second) between the time you press it and the time the audio actually plays or pauses.  I've experienced this with other Bluetooth headsets and it seems to be a common annoyance.<br /><br />Because the fit is somewhat tight, getting the earphones on requires a little manipulation.  I often find I have to guide the tip of my ear into the space between the neckband (the part that holds the earpieces and wraps around your neck) and the earpiece.This is mainly due to the padding on the earpieces.  Once the headphones are on though, they've not uncomfortable.  However, a little more space between the neckband and the top of the earpieces would be an improvement.  Wearing the headphones lying down or with your head against the back of a seat is not uncomfortable for the most part.<br /><br />The charging port is has a rubber cover.  Although it serves a purpose and some might find this helpful, I find it just gets in the way and will likely fall off.  The charging cable is VERY short - about 3 feet, and it comes with no AC adapter, so you'll need to plug it into a USB port for charging - or acquire an adapter so you can use an electrical outlet.  Due to the shortness of the cord, it will likely be inconvenient for use with some outlets.<br /><br />Attaching the charging cord is somewhat difficult.  This is to be expected, I guess, due to the micro-USB size of the plug that goes into the ear piece.  The end of the cord that plugs into the ear piece is tapered on one side, so there's some visual indication of which way it should go in, but it's always a pain trying to insert these kinds of plugs, no matter what the device.  I haven't used the headphones for any great length of time, so I can't comment on the battery life at this time.<br /><br />The fact that these headphones can fold up to a fairly small size is nice and may be helpful to some when traveling.  Typically, I wear them while walking or taking public transportation, so no real advantage for me.<br /><br />I purchased 2 pair of these - 1 for myself and one as a gift.  The ones I bought for myself were to replace a pair of Motorola Bluetooth headphones I thought were malfunctioning.  Whenever I wore them, if I turned my heard too far to the right, the sound would cut out or it would seem to skip slightly.  The first time I tried the Kinivo BTH240 headphones, they did the exact same thing.  Is this something common to Bluetooth devices?<br /><br />All in all, I suppose the negatives I've noted are minor and are likely more personal, but they still prevent me from rating these higher than 3 stars. Great headphones for the money.  This is my second pair.  The last pair lasted about two years and then I bought this newer version.  I use them daily to workout and the batteries last 4-5 hours before needing to be recharged.  These cannot be beat for the price!  A++++ Update: Bluetooth doesn't stay connected to my iPhone or iPad. Returning.<br /><br />The sound is decent, all the ranges seem represented. The one size fits all works for me OK. Adjustable rear head piece would be better. The hang over the ear part is comfortable enough, I've had these on a few hours with no major discomfort. Ran up the stairs, they didn't move. Bluetooth connected with no issues to my iPhone 7.",0.25,3
B00BB5WC8Q,3,4.333333333333333,0,3,"So-so. Not  as  good as I'd  hoped for. I'd been using old style Sony headphones to listen to late night radio and thought this would be a great alternative. But it was cumbersome and only had one  speaker. I couldn't wait to get this! I had the PS-100 for several years and loved it, wore it out! So I stuck with the brand. I loved the idea of an amplifier and control so I could change the volume without having to reach for the radio. And I love the slim design of the speaker. My only complaint would be it doesn't have as much bass as the PS-100. But it's well worth it's weight in gold for us night music lovers! This is by far the best pillow speaker I've used. It has a nice range of treble and base tones.",0.0,0
B00BXF5HQ8,3,3.6666666666666665,1,2,"The best speakers out there. You can feel the music but be careful because that bass will have your whole house shaking.<br /><br />Update. They did not last very long. Invest in better quality speakers. I didn't even have them cranked up very loud and they just stopped working. Cheaply made. Just received these speakers today. Very easy to install on desktop PC. I like Classical Baroque playing lightly in the background while I'm online and these speakers are absolutely fabulous for this.<br />I put the sub on the floor below my desk off to the left, the two mains on either side of the monitor and checked my audio software settings then fired up some online Baroque live from Zurich and the sound quality was immediately impressive.<br />All power, volume and bass settings are built into a very nice control pod you can place nearby on your desk. I found using a light touch on the sub power gives nice bass accentuation without adding unrealistic and unpleasant booming.<br />The sub is rather heavy with a hefty solid feel to it and it's addition to the sound is substantial even at low volume levels.<br />All in all, I'm very happy and my ears are floating away with the delights of the Baroque era as I type this review.<br />Amazon has got me spoiled with so many fine products and the best customer service on earth.<br />And thanks to Cyber Acoustics for this great audio system priced so reasonably.<br />Edit:<br />Okay, now it's June 19th, I don't like these speakers any more at all. Threw them in the trash. Using my 6 year old Logitech Z320's which are still awesome. I'm looking for a serious pair of 2.0 speakers from Amazon next, maybe Creative GigaWorks T40 Series will be my next choice. Amazing speakers for the price!",0.3333333333333333,2
B00CD1PTF0,4,5.0,0,4,"I installed these on an iMac computer.  The speakers are smaller than I expected from the pictures. They are approximately 7-3/4"" high by 3-1/4"" wide by 5-3/4"" in depth.  Installation was extremely easy and took a few minutes.  The AC power adapter piece slides and locks into the AC power supply.  After that the audio cable gets attached to the right speaker from the computer input to the headphone jack on the back of the computer.  Then the cable rom the left speaker goes into the slot by that name on the right speaker. The AC power adapter then gets plugged into your home outlet and the cable end goes into the jack marked DC power on the right speaker. After this it is just a matter of adjusting the computer volume to 75% on the computer and then turning on the right speaker by adjusting the knob to the volume desired.  One improvement I would recommend is an on/off light for the speakers.<br /><br />On the back of the right speaker, plug another device into the AUX IN to listen to a different audio device.<br /><br />I played a few tunes from an iTunes playlist both with the computer volume and then again with these speakers.  To my ears the sound through these speakers is crisp, clear, and deep.  I love them!  In my opinion, this is another great product from Bose.<br /><br />UPDATE: Watching videos on the iMac with this system is awesome.  My boyfriend and I love the acoustics and feel as if we're in a theatre. This isn't your home theater with that $300 receiver to power your speakers.  That being said, these put out some really great sound for a pair of computer speakers.  And their footprint is average, not too large.  There is no sub in the package, but for my purposes the sound was great without it. I purchased a new desktop computer and I had Bose speakers (basically these) that were over 14 years old and so I decided to pass them on figuring that the PC speaker would work fine with music based on the fact it is 2022.  No such luck - the sound was okay - but for someone who likes to hear all the nuances I decided to purchase a new pair.  Not so easy - I did not want bluetooth, as they do need to be recharged and honestly I just wanted to turn the suckers on and go - - - I decided on these, the price was double what I paid 14 years ago, however I also expected a better product and it is!  Easy to set up (yes the left side cord could be longer, but the sound is awesome!  I was worried they would vibrate on my table as the old ones did (I used a potholder underneath to prevent the noise) but these are a tad larger and much heavier and there is no vibration no matter how loud Imake the speaker.  I don't consider these breaking the bank and back in my high school - college days sound and receivers nearly took an entire wall in a room and were quite costly getting into the higher quality stuff - these smaller speakers can pack an awesome punch - using my Amazon Music set on Ultra High Definition I can't get over the lovely sound.  So for me these are a 10 plus and for someone that wants a nice sound, but not such a hefty price they are worth every penny. Have been using the companion 2 series 2 speakers for several years and was very happy with them.  When I saw the series 3 at a local store I decided to see if they were any better than the series 2.  They are exactly the same size.  They are now black, rather than gray. I like the black more than the gray.  The input jacks are now mini jacks rather than the RCA jacks on the series 2, which is an improvement.  The series 3 can be turned off with the volume control, the series 2 had no on/off control.  It was on all the time.  The series 3 draws so little power I leave them on all the time anyway.  NOW THE BIG QUESTION:  DO THEY SOUND BETTER THAN THE SERIES 2?  In my opinion, they sound exactly the same as the series 2 they replaced. So unless you want any of the features new to the series 3, I would recommend saving your money.  The series 2 was a great product, and so is the series 3.  Bose makes outstanding products.",0.0,2
B00CX5P8FC,3,4.666666666666667,0,3,"It does what it says it will do... What more can I say?  Sets up easily without hastle, even setting up the Wireless Internet connection is automatic, and it works perfectly right off the bat.  The on-screen keyboard for entering passwords and searches is one of the most innovative and easy to use I've seen.  The voice (audio) search is excellent and requires no &#34;training&#34;.  Perfect!! It's small, smaller than I expected. The remote is small, light, and easy to handle. Picture quality is outstanding, as you would expect. The voice search feature works beautifully, and as of now has recognized perfectly everything I've said to it. Very nicely done, Amazon.<br /><br />The out-of-box presentation is elegant. You have to connect the power adaptor, and the HDMI cable to your TV. (That means, your HDTV.) You have to put the 2 batteries (included) into the remote, and then turn it on. Configure it for your WiFi Internet connection, and you're good to go. Amazon has already thoughtfully registered the device to your Amazon account, so there's absolutely no additional setup necessary.<br /><br />Why only 4 stars, and not 5? Well, the Roku gets 5 stars because of the many dozens of additional channel options with the Roku. However, all your favorites are here on the Amazon Fire, including Netflix, Hulu, Pandora, for example.<br /><br />Should you get the Roku vs. the Amazon Fire? You'll probably be happy with either, especially if you don't think you would bother with all the additional channels available with Roku. For the usual things, the two are essentially identical. If you need a wired Ethernet network connection, there is a Roku model with that, and the Amazon Fire (like many other boxes) uses only WiFi. However, the Amazon has the nifty voice search feature, which is a clear improvement over Roku. (And I've been a Roku fan since it first came out.) Didn't know how much we needed it, and now we have it....would NOT want to be without it!<br />To give you an example of how good the voice recognition interface is, 'it can tell the difference between my requesting 'Midsummer' and 'midsomer'.....heck i can hardly hear the change in my own voice. It does! V. Pleased!",0.0,1
B00DQN3R9O,3,4.666666666666667,0,3,"Preamplifier provides sufficient gain to get over 30 channels at a remote location on the coast of NC. The price is very affordable and the preamp is weather proof. We are very happy with the performance Good low noise amplifier. You will need it for HDTV reception if you are far from the TV towers. I got this amplifier to go with my[[ASIN:B00CX700EY Xtreme Signal HDB91X Xtreme Long Range Yagi Style VHF/UHF HDTV Antenna]].  The antenna did pretty well with about 76 channels, but this booster bumped that number up to over 100.  Unfortunately, I am not getting any better reception on the VHF channels, which were the ones that I really wanted to improve the signal on.  Still, can't complain with this.<br /><br />One thing to note - if the powered component comes unplugged, you will not get any signal at all.",0.0,0
B00EE18O7W,3,5.0,0,3,"Being a vinyl record lover I decided to upgrade my only all in one turntable to a new &#34;grown up&#34; system and decided on this receiver. I love it, It sounds great with my Audio Technica turntable and Pioneer speakers. Simple to use, old style receiver.  I needed a basic model for a secondary (not full featured) application after my 30 year old Onkyo died. Works great!  I have 2 speakers wired to it as well as a wireless receiver and the sound quality is awesome and it is easy to switch between tv and dock.  The product quality is good as well but the 5/5 starts is mostly due to the lower price and the value for money",0.0,0
B00EWCUK1Q,3,5.0,0,3,Better than Bose! Sound quality is AMAZING and fills the entire room with music in 1 speaker. Will definitely buy more of them. I love SONOS.<br />This is my 4th Sonos and 1st Sonos Play 1. I put this in my bedroom and move the sonos play 3 to another room as this has more then ample sound for a small relatively quiet room.<br /><br />Love that as My needs grow it is easy to add another Sonos. I LOVE Sonos!  I have the speakers throughout my business and they play fantastic quality music and the ease of using is amazing.,0.0,0
B00FJILVDS,4,4.75,0,4,"Easy to synch to Bluetooth.  Hold charge for a long time and sounds is pretty good for a small speaker.  Easy to transport. Good sound and value for the $$ in this small cylinder of a bluetooth speaker. I got this to add range to my computer based sound system.  I use it in the kitchen when I cook!  Perfect! If you are thinking about this one, just buy it. I works great, I can't hear my kitchens guys music over it, the battery lasts for ever, I can plug it into my computer to charge and still play it, I can play music off any bluetooth device, like my computer, phone, ipad... I take it outside and hula hoop with it. I love this little thing! This little speaker is amazing, I was blown away by the quality and volume. Wow,just wow!  I use this in my car,at the park, at home while doing chores. I use it to talk on the phone and listen to music. I have to hide it from my son who is always trying to talk me into giving it to him. I think I know what I will get him for Christmas. I also love that I can just drop it in my purse, the size makes it very convenient. I wish I could give it more stars! Did I say I love it!",0.0,1
B00FO0IHMY,3,3.6666666666666665,0,3,"This is my first pair of this type of  Bluetooth Headsets.<br />They fit comfortable around my neck, and seem like a good quality.<br />When playing music & the phone rings, it's very easy to switch over.<br /><br />The reason for the 3 stars is, this is not very loud, for the phone, or music when outside walking,<br />Or jogging , which is disappointing!! The headset itself is great can't say enough good things about them. The range is fantastic, battery life is,excellent very long lasting so far mine has lasted about 8 to 10 hours of continuous use listening to music or videos. My only issue i have experienced which is most likely my own personal thing to me when i crank up my volume on the phone and headset to max its still not as loud as my other bluetooth set. I do wish they were louder I like to jam out when I cut grass so I like it loud to block out the sound of my lawnmower but like I said my own personal issue. Other then that They are great!!!!! Im ordering my best friend a pair. I love my bluetooth....  I use it for listening to music all day at work, and I use it for taking phone calls on the way to work and back home each day.  I usually charge it once every two days or so.",0.0,3
B00GHY5F3K,4,3.75,1,3,"These inexpensive little speakers are simple to install and work very well. They're ok for basic use perhaps.  Perhaps.  But they're really quite tinny sounding, and I quickly find it painful to listen to music playing through these speakers. To be clear, I'm not expecting the performance of my home stereo, I'm just comparing them to my other computer speakers -- they're much better.  So if you have a sensitive ear, you might wish to spend a bit more money and get a nicer pair. Does the job but they will not dust or vacuum.  Oh well!  They are just fine in doing what I want.  I just wanted speakers so I could do classes online.  If you are an audiophile these might not be the pair for you.<br />*********<br />Well, if I would have bought the 3-year warranty, I would not be adding to this commentary. However, I did not and they have gone tummy up. Bought them in December of 2015. It is January 2018 and they are gone. Rest in peace, my dear little friends! First speaker's I received, only one speaker worked.  Sound is okay, not bad for the price.  Amazon was quick to replace.  However...second set had the same problem, no sound to main speaker with the volumn control, but for this price it's not a total lose...I do have one speaker!  Otherwise..still waiting to hear back.",0.25,2
B00HVLUR54,3,4.666666666666667,0,3,"As a musician with a home studio, I needed some new headphones to track with. These came with good reviews, so I decided to give them a try. Good move on my part... they have a good uncolored sound, cover the ears completely and even come with 2 cables (1 coiled, 1 straight).  I do have a big head (size xxl hat) and proportional ears. I wouldn't say these are &#34;roomy&#34;, but they do just cover my ears and seal around them nicely to minimize any sound leaking. I was trying to choose. Sony MDR-V6 Sony MDR-7506, ATH-M30, ATH-M40... I looked at everything. I found a youtube channel, which plays direct from CD sample, then crossover in sync to various model headphones resampling the sound from the each headphone as it's placed over a foam head. - https://www.youtube.com/watch?v=sj69-mWHV3E - The point is, they are trying to reproduce what is heard. Also, I found another youtube channel of a guy who shows various headphones sampled through a graphic analyzer, showing the frequency response.<br /><br />All headphones add something to the signal. So what you hear on one model isn't the same, with another. But of all the head phones, the ATH-M40x was identical in sound reproduction to the original music. You couldn't tell the difference. Why is this important? Two reasons, if you are an audio engineer, you will have a truer sound, what you hear, is what you will get. It goes both ways, what you listen to, will be what the sound engineer intended for you to hear.<br /><br />For music with base, it has good presence, and you can hear details that sound muddy on other head phones. I have been listening to a lot of head phones. You do understand muddy and clarity, once you hear it.<br /><br />With that said, and having spent some time, in store sampling, (note: I must say that the Sonys are really good too. I tried and liked the MDR-V55 as well. It's a DJ headset so it's a bit more base. I felt they were very clear and better than the MDR-X05 hands down.)<br /><br />The ATH-M40x, has removable cables. They are field repairable. And you can choose between three different cables, although two come in the box.<br /><br />They are son tested and approved. Now I have to keep them locked up, joking. They are well built. Some say the ATH-M50x is better. It's also said the M50x sound the same as last year's model, and the M40x sound as good as last year's M50 model too. Which is it? The M40x is specifically flat sounding for audio engineering. The M50x is targeted for the audiophile, with a V shape EQ. The M40x is in the sweet spot, unless you have money to burn.<br /><br />They are a bit tight, but this may be alleviated by exchanging the ear pads with velour pads. This exchange compromises the sound profile a little bit, but makes them more comfortable. You be the judge. I am still waiting to do it myself.<br /><br />(150220) - I made some spelling corrections, fixed typos and wording, for clarity. I love these headphones. I had to buy the velour earpads to replace these stock ones though because the pleather got too hot on the ears. The unfortunate part is that it changed the sound signature a bit. Overall though I'm very happy with these.",0.0,3
B00I59VBH4,4,5.0,0,4,"Great device for people who have invested a lot of money in nice speakers and sound systems but are not Bluetooth capable. Perfect for playing music from phones and tablets. No problems connecting and setting up. There are few whistles and bells to this device, but what there is is functionality.  I was looking for a way to connect my iphone/laptop to my stereo system to free my music.  This device did the job admirably.  I can now enjoy my digital music libraries wirelessly from iTunes.  Also, I have fed audio for Netflix through it to to get a fuller sound.  For functionality, you cannot beat the price. Bought this to make my ancient receiver into a bluetooth with my Ipod and Iphone and it works with no issue.  Love it! Bar none, this is the easiest bluetooth device I've ever used.  It was five minutes from opening the carton to hearing great music through my 1970s Bose 901 speakers!  It was lightning fast for my samsung tablet to pair and connect with.  I don't understand much about electronics, so I was very happy with this product.",0.0,1
B00IQBSW28,3,3.6666666666666665,1,2,"I wanted a high quality wireless solution for my presentations so that i could minimize some of the cabling I use.  This proved a good solution.  It synched easily and provided very good audio.  i found it very useful for presentations. I purchased 2 of these for separate stereos in my house and both work perfectly. Setup was very easy using the included RCA to 3.5 stereo plug. You can also use a separate RCA to RCA patch cord (not included). Pairing a Bluethooth device was also easy. I chose this Logitech unit since it had both RCA plugs and 3.5 Stereo plug for extra flexibility. Audio quality is good when streaming music from Spotify or Pandora. I would buy this device again. sounds fantastic, but the bluetooth connection is overly aggressive considering you can't turn it off without unplugging it. Whenever i try to use another bluetooth audio device anywhere in my house it gets booted in favor of this. I like how consistent it is about reconnecting, but i shouldn't have to unplug or unpair the dang thing to be able to make a phone call with a BT headset. The best looking solution i could find would be to wire it up to be powered by whatever speaker system you are using, so it would power on & off with the speakers, but that's a lot of effort for something that would have been easily resolved with a power switch/button.<br /><br />If you don't use any other bluetooth in the general area of this receiver this is a great product. If you use other bluetooth audio devices ever, this is gonna be annoying.",0.3333333333333333,1
B00KHX9MCW,5,4.4,0,5,"This is better than a lot of other speakers on the market but you get what you pay for. This is a lower/mid range speaker and that’s what you get. Everything works well but it’s not loud enough. Even on the highest setting it’s hard to heart music or an audio book while you’re showering. [[VIDEOID:727b79be559d6bc8023b267becc505bd]] I bought this for my husband who against my wishes LOL loves to sing in the shower. And he's always trying to prop his phone up on the sink so for Christmas I came across this and so far it works really well lol. Very easy to set up it took a second to hook to his phone through Bluetooth and it was very easy to charge. So far it sticks to the wall and the sound quality is pretty darn good. So far, so good! Embarrassed to find out that my laptop didn't have Bluetooth, but I got an adapter and with some fiddling they are now acquainted. The volume is very loud and I have not had any connectivity issues. It's plenty waterproof and easy to use. Perfect on the go speaker.  I like to keep mine in the shower. I can take calls and listen to music Not that I need/expect great sound quality for playing music in the shower, and sound quality obviously isn't a priority for this type of speaker, but that is the main area where it could use improvement.  I'm not an audiophile and usually don't really notice sound quality issues, but this is noticeable.  The suction cup seems very strong so far.  Haven't used it too much but so far haven't had to re-charge it.  The buttons are functional and easy to use.  Easy to pair/connect.  Have not fully submerged it yet, but I've definitely gotten it wet plenty, and no issues there.",0.0,0
B00N32I2Q6,4,5.0,0,4,"This BOSE SOUNDLINK COLOR BLUETOOTH SPEAKER may not be the ideal portable speaker for serious audiophiles--because it has no treble/base buttons, only volume buttons--but I love mine.  The sound is rich and full, whether it's paired with my old Sony Bravia TV, iPad2, or Kindle Fire, or connected by AV stereo cable (3.5mm M/M) to my MP3 player's headphone jack.  The volume is controlled by the device the speaker is connected to, or by the plus/minus volume buttons on the speaker itself.  The speaker also has an Aux button for the direct cable connection, and a Skip button that lets you go forward or backward in your music selections.<br /><br />This Bose portable speaker can support two Bluetooth-connected devices at once, so you can switch between two devices (e.g., an iPad and a Kindle Fire) without repeating the pairing process every time.  A great feature!  The speaker automatically connects with the last-connected Bluetooth device, and switches devices when you press the Bluetooth button.  The speaker's voice prompts help you with pairing, and tell you which two devices are currently paired.  The voice prompts can be disabled, if you wish.<br /><br />This Bose speaker is definitely an improvement over the speakers built into my old Sony Bravia TV.  Voices are much clearer--including the dialogue from British TV shows--and the sound is far richer.  Of course, using this speaker instead of a TV sound bar is only a temporary solution, because the speaker needs regular recharging.  When fully charged, it delivers sound for many hours (up to 8) and outlasts the charge on the [[ASIN:B004B8GF7Y TaoTronics® Bluetooth Transmitter]] that I added to my non-Bluetooth-enabled TV.<br /><br />Whether the TaoTronics transmitter was connected to the TV's headphone jack or to the TV's AV ouputs, this speaker paired instantly.  However, when the TV transmitter was connected to the AV outputs, the speaker produced some static unless it was positioned close to the TV.  When the TV transmitter was connected to the headphone jack, the speaker produced no static at all, no matter where it was positioned (within the Bluetooth range).<br /><br />This Bose speaker charges quickly with the included AC adapter and USB cable.  Pressing the speaker's power button produces a battery indicator that glows red, amber, or green to indicate the current level of charge.  The speaker is lightweight enough to carry around in a backpack or tote bag.  There is a case available (see [[ASIN:B00NJGRKG4 Bose SoundLink Color carry case]]), but I don't think a case is needed, because the speaker seems to be sturdily constructed. Totally worth the money to purchase. My husband and I use this speaker all the time. The sound is terrific and it's easily portable. Battery life is pretty good, bluetooth range is solid. I will say that as another reviewer mentioned, I wish it were a bit bigger at the base, maybe more of a trapezoid shape, because it occasionally falls over if bumped. On the other hand, my cat knocked it off a small table onto a hard floor and it simply bounced and didn't (literally) miss a beat. My husband loves it. Sure beats the Shark speaker I bought him. Absolutely love this speaker.  Easy set up, great sound, portable.  A must have!",0.0,1
B00NJ2M33I,5,3.4,1,4,"First day with these headphones Very low sound and very static sound like also very disorted speakes sound blown and they do not get loud at all like $1 earbuds are better for higher sound so dissapointed theses are going back I've had these headphones for 2 years now up to the date of this review. Inexpensive and adequate but obviously not for the audiophile! Light so they don't hurt your ears after long wear. Dynamic range is within it's price range. A reasonable value for a knock around set of headphones. The vinyl coating over the ear covers has worn off on both sides and the covering flakes off onto you when you wear them. I guess it might have been affected by how I must put them on and off. Still using them and they still provide adequate sound. I bought these for my children to use their tablets while staying quiet for appointments for their siblings. They are awesome. My husband loves them so much he’s been taking some from the kids and watching movies in bed while I sleep. I can’t hear a thing. Best headphones ever. Great headphones.  Got these at a great price! Perfect for back to school and the sound quality is great! Over All these headphones are a good deal for the $. However don't expect anything but mediocre quality with the sound quality which because distorted and then corrects itself. Thus seems to happen if watching a movie with a lot of sound affects. The fit is good. Better than those cheap buds that are constantly falling out of the ear. But again, for the low $ it is an overall good set of headphones. Worth mentioning that the packaging was nothing more than a plastic sack. I thought that odd for a brand like Sony.",0.2,3
B00R124LAK,3,5.0,0,3,"Absolutely perfect for my car! No extra crackles, distortions, or other audio imperfections created by this cable, it sounds great! The cable itself is very flexible and can be smashed without damage! The ends are full metal and feel amazing to use, and overall makes me feel like I'm using premium audiophile equipment for a fraction of the price! Husband occasionally teleworks and sadly needs an aux cable to lead from his headphones to his cell because the bluetooth in the headphones shuts itself off for no reason. He used this for several weeks with no problems, but the 4-foot length was too short. So I bought him another, longer aux cable and am using this one in my car to connect my phone to the radio. Still works fine. Noticed there were some complaints of it stopping working after awhile. We'll see. I am happy with the replacement aux cable that came in I broke the ones that came with the headphones .",0.0,3
B00TSUGXKE,3,5.0,0,3,"I got this on a black friday deal and have loved it so far. Essentially this is a little computer. You can connect the WI-Fi to your house link and use a word processor on Google docs. If you connect a bluetooth keyboard, you've got a laptop. I don't know why people would spend hundreds of dollars getting a laptop (or why school districts go with ipads) when you can get this for under $50. At this price, you can't afford not to have one (because when the kids demand to get on your tablet, they can beat on this instead of the $800 work issued device they want). Also, if you haven't gone kindle, you need to know that there are thousands of books available for free. This little device will keep you entertained for a long time. Such a great product!  Honestly, this is a steal for all that it can do.  I really just wanted it for reading, listening to audiobooks, watching movies, and listening to music.  Since I always use earphones or a bluetooth speaker, it worked perfectly.  Unlike my iPad, I wouldn't panic if something happened to this little piece of technology--not that I want anything bad to happen!  This tablet is my favorite.  If you just want a tablet for basic things, this is for you! If you're looking for an excellent tablet and e-reader at a great price, look no further. While there are things that it lags with (like playing the Pokemon trading card game, which last I knew, needed to be sideloaded) it does a lot of other things really well. Great experience with watching videos, and reading comics or manga.<br /><br />If you're into hacking your devices, this tablet (well, the 2015 version that I have) does a really good job of running a clean Nexus rom, which gives you a stock Android experience, and access to the Google play store. I have to say, that was probably the best thing I've done with it so far.<br /><br />Expandable storage allows you to carry an entire library with you on the go to make sure that you will never run out of things to do. I keep a 128gb micro SD card in mine, but I wouldn't be surprised if you could slot in a larger card, even though it's only officially rated for up to 128gb.<br /><br />What i'd like to see change for the 2018 version (assuming they do a revamp) would be full 1080p resolution, a snapdragon octacore processor clocked around 2ghz (my free ZTE Blade Zmax has one, and I can't imagine it would be too expensive for them to use it in the fire tablet as well, if even free phones have them now) and 2-3 gb of ram. If Amazon would just do these 3 little upgrades, this tablet would be unbeatable. I wouldn't even mind a mild price bump ($70-80 instead of $50) if these upgrades happened. I would also like to see a future version either running full stock Android OS, or released with the option to unlock the bootloader somehow, to facilitate diy development and cutom roms. But I know that's just asking too much.<br /><br />If you're looking for a great tablet at an even better price, the Fire 7&#34; is a great choice.",0.0,1
B00VWEK4IG,5,4.2,1,4,"I bought a Bluetooth speaker not realizing that my laptop didn't have onboard Bluetooth. This doesn't get along very well with the speaker, but I don't think it's a problem with the Bluetooth adapter. signal is pretty strong, I can take the speaker outside of my house a ways and it still works. laptop bluetooth failed. this was a quick and easy fix. Set up effortlessly and works like a charm. Lousy tech here.  It does work some, however, not well at all.  Let me repeat, it does not work well at all. I guess you get what you pay for.  Forget streaming music to a bluetooth speaker, it will only work in spurts.  A real waste of hard earned money! I bought this because my laptop would not find my cricut with bluetooth.  I plugged this in and immediately linked up with my CRICUT JOY. Just plug and play. That easy. Love it. Plugged in to my laptop and was able to send my music to my BOSE speaker. Great work together! Love it",0.2,1
